osd_accession,tissue_type,environment,phylum,genus,mean_rel
OSD-412,leaf,Spaceflight,Pseudomonadota,Rhizobium,0.027876808473364517
OSD-412,leaf,Spaceflight,Pseudomonadota,Sphingomonas,0.04538962278957846
OSD-412,leaf,Spaceflight,Pseudomonadota,Stenotrophomonas,0.0756269370836892
OSD-412,leaf,Spaceflight,Pseudomonadota,Variovorax,0.041425769869082814
OSD-412,root,Ground,Actinomycetota,Curtobacterium,0.03356060419441627
OSD-412,root,Ground,Actinomycetota,Cutibacterium,0.011971211933230648
OSD-412,root,Ground,Actinomycetota,Streptomyces,0.0639881647914644
OSD-412,root,Ground,Bacillota,Bacillus,0.0594419746495514
OSD-412,root,Ground,Bacillota,Paenibacillus,0.03666226816875404
OSD-412,root,Ground,Bacillota,Staphylococcus,0.01220224976087788
OSD-412,root,Ground,Bacteroidota,Chryseobacterium,0.08091379260439453
OSD-412,root,Ground,Bacteroidota,Flavobacterium,0.060174712303345236
OSD-412,root,Ground,Pseudomonadota,Acinetobacter,0.038405994764267336
OSD-412,root,Ground,Pseudomonadota,Burkholderia,0.08208031660019037
OSD-412,root,Ground,Pseudomonadota,Enterobacter,0.06537188354906168
OSD-412,root,Ground,Pseudomonadota,Massilia,0.06207799342884244
OSD-412,root,Ground,Pseudomonadota,Methylobacterium,0.02515902793949696
OSD-412,root,Ground,Pseudomonadota,Pantoea,0.050334679080156174
OSD-412,root,Ground,Pseudomonadota,Pseudomonas,0.043358409704526646
OSD-412,root,Ground,Pseudomonadota,Ralstonia,0.06536742321110793
OSD-412,root,Ground,Pseudomonadota,Rhizobium,0.08414459486844303
OSD-412,root,Ground,Pseudomonadota,Sphingomonas,0.02100130282044042
OSD-412,root,Ground,Pseudomonadota,Stenotrophomonas,0.0605772657275949
OSD-412,root,Ground,Pseudomonadota,Variovorax,0.04320612989983771
OSD-412,root,Spaceflight,Actinomycetota,Curtobacterium,0.049341589507250316
OSD-412,root,Spaceflight,Actinomycetota,Cutibacterium,0.007295028313644281
OSD-412,root,Spaceflight,Actinomycetota,Streptomyces,0.04717810750019848
OSD-412,root,Spaceflight,Bacillota,Bacillus,0.03326376598671453
OSD-412,root,Spaceflight,Bacillota,Paenibacillus,0.03578283076625114
OSD-412,root,Spaceflight,Bacillota,Staphylococcus,0.010989150631248504
OSD-412,root,Spaceflight,Bacteroidota,Chryseobacterium,0.05138223582231163
OSD-412,root,Spaceflight,Bacteroidota,Flavobacterium,0.0415513069433614
OSD-412,root,Spaceflight,Pseudomonadota,Acinetobacter,0.0594507356274032
OSD-412,root,Spaceflight,Pseudomonadota,Burkholderia,0.040635500735499944
OSD-412,root,Spaceflight,Pseudomonadota,Enterobacter,0.07970126360658383
OSD-412,root,Spaceflight,Pseudomonadota,Massilia,0.06080980990804356
OSD-412,root,Spaceflight,Pseudomonadota,Methylobacterium,0.01340658735842735
OSD-412,root,Spaceflight,Pseudomonadota,Pantoea,0.052070008510986324
OSD-412,root,Spaceflight,Pseudomonadota,Pseudomonas,0.11772056326879063
OSD-412,root,Spaceflight,Pseudomonadota,Ralstonia,0.11435388230855961
OSD-412,root,Spaceflight,Pseudomonadota,Rhizobium,0.07030627740597248
OSD-412,root,Spaceflight,Pseudomonadota,Sphingomonas,0.024318923431383633
OSD-412,root,Spaceflight,Pseudomonadota,Stenotrophomonas,0.054600544854892574
OSD-412,root,Spaceflight,Pseudomonadota,Variovorax,0.035841887512476564
OSD-412,substrate,Ground,Actinomycetota,Curtobacterium,0.026565658735208365
OSD-412,substrate,Ground,Actinomycetota,Cutibacterium,0.01510395937425987
OSD-412,substrate,Ground,Actinomycetota,Streptomyces,0.05933593273828412
OSD-412,substrate,Ground,Bacillota,Bacillus,0.06826364331445636
OSD-412,substrate,Ground,Bacillota,Paenibacillus,0.04675369973562785
OSD-412,substrate,Ground,Bacillota,Staphylococcus,0.009553484783946685
OSD-412,substrate,Ground,Bacteroidota,Chryseobacterium,0.0540711612013283
OSD-412,substrate,Ground,Bacteroidota,Flavobacterium,0.04884617786399942
OSD-412,substrate,Ground,Pseudomonadota,Acinetobacter,0.024581052258474685
OSD-412,substrate,Ground,Pseudomonadota,Burkholderia,0.08460905909976775
OSD-412,substrate,Ground,Pseudomonadota,Enterobacter,0.04644802912752033
OSD-412,substrate,Ground,Pseudomonadota,Massilia,0.04406179853599836
OSD-412,substrate,Ground,Pseudomonadota,Methylobacterium,0.042685394895926786
OSD-412,substrate,Ground,Pseudomonadota,Pantoea,0.03143111941296082
OSD-412,substrate,Ground,Pseudomonadota,Pseudomonas,0.05505331318427405
OSD-412,substrate,Ground,Pseudomonadota,Ralstonia,0.059430502583930137
OSD-412,substrate,Ground,Pseudomonadota,Rhizobium,0.11284213642721921
OSD-412,substrate,Ground,Pseudomonadota,Sphingomonas,0.04735621485740875
OSD-412,substrate,Ground,Pseudomonadota,Stenotrophomonas,0.06694724995193664
OSD-412,substrate,Ground,Pseudomonadota,Variovorax,0.056060411917471534
OSD-412,substrate,Spaceflight,Actinomycetota,Curtobacterium,0.020138844140895742
OSD-412,substrate,Spaceflight,Actinomycetota,Cutibacterium,0.017058657028634426
OSD-412,substrate,Spaceflight,Actinomycetota,Streptomyces,0.036860949652088006
OSD-412,substrate,Spaceflight,Bacillota,Bacillus,0.042274284420915846
OSD-412,substrate,Spaceflight,Bacillota,Paenibacillus,0.07118371884631071
OSD-412,substrate,Spaceflight,Bacillota,Staphylococcus,0.015998990935738547
OSD-412,substrate,Spaceflight,Bacteroidota,Chryseobacterium,0.03149368310281492
OSD-412,substrate,Spaceflight,Bacteroidota,Flavobacterium,0.07749419240155156
OSD-412,substrate,Spaceflight,Pseudomonadota,Acinetobacter,0.053360854420679116
OSD-412,substrate,Spaceflight,Pseudomonadota,Burkholderia,0.046300546975634835
OSD-412,substrate,Spaceflight,Pseudomonadota,Enterobacter,0.0619284908886576
OSD-412,substrate,Spaceflight,Pseudomonadota,Massilia,0.06588778023833809
OSD-412,substrate,Spaceflight,Pseudomonadota,Methylobacterium,0.011839985871749921
OSD-412,substrate,Spaceflight,Pseudomonadota,Pantoea,0.05466749950354936
OSD-412,substrate,Spaceflight,Pseudomonadota,Pseudomonas,0.07327543012753852
OSD-412,substrate,Spaceflight,Pseudomonadota,Ralstonia,0.09879705743863815
OSD-412,substrate,Spaceflight,Pseudomonadota,Rhizobium,0.05391896418111189
OSD-412,substrate,Spaceflight,Pseudomonadota,Sphingomonas,0.027811126204696262
OSD-412,substrate,Spaceflight,Pseudomonadota,Stenotrophomonas,0.08759215693918268
OSD-412,substrate,Spaceflight,Pseudomonadota,Variovorax,0.05211678668127382
OSD-412,swab,Ground,Actinomycetota,Curtobacterium,0.02159550537447867
OSD-412,swab,Ground,Actinomycetota,Cutibacterium,0.12696113035786163
OSD-412,swab,Ground,Actinomycetota,Streptomyces,0.05528722277666165
OSD-412,swab,Ground,Bacillota,Bacillus,0.08272659926700612
OSD-412,swab,Ground,Bacillota,Paenibacillus,0.05056036028373044
OSD-412,swab,Ground,Bacillota,Staphylococcus,0.11014954346937503
OSD-412,swab,Ground,Bacteroidota,Chryseobacterium,0.031993640725289825
OSD-412,swab,Ground,Bacteroidota,Flavobacterium,0.04408180753249359
OSD-412,swab,Ground,Pseudomonadota,Acinetobacter,0.053156726435478106
OSD-412,swab,Ground,Pseudomonadota,Burkholderia,0.015267537507156242
OSD-412,swab,Ground,Pseudomonadota,Enterobacter,0.07556469868915287
OSD-412,swab,Ground,Pseudomonadota,Massilia,0.035521425366197915
OSD-412,swab,Ground,Pseudomonadota,Methylobacterium,0.03116249440581528
OSD-412,swab,Ground,Pseudomonadota,Pantoea,0.018657806840094923
OSD-412,swab,Ground,Pseudomonadota,Pseudomonas,0.054381349615717806
OSD-412,swab,Ground,Pseudomonadota,Ralstonia,0.04237805558884203
OSD-412,swab,Ground,Pseudomonadota,Rhizobium,0.02555644282387829
OSD-412,swab,Ground,Pseudomonadota,Sphingomonas,0.044033943488532956
OSD-412,swab,Ground,Pseudomonadota,Stenotrophomonas,0.0644354033002021
OSD-412,swab,Ground,Pseudomonadota,Variovorax,0.016528306152034506
OSD-412,swab,Spaceflight,Actinomycetota,Curtobacterium,0.020070328665186255
OSD-412,swab,Spaceflight,Actinomycetota,Cutibacterium,0.09964490116728
OSD-412,swab,Spaceflight,Actinomycetota,Streptomyces,0.043268768116697456
OSD-412,swab,Spaceflight,Bacillota,Bacillus,0.045294593053196705
OSD-412,swab,Spaceflight,Bacillota,Paenibacillus,0.019016095475233794
OSD-412,swab,Spaceflight,Bacillota,Staphylococcus,0.08621789794215283
OSD-412,swab,Spaceflight,Bacteroidota,Chryseobacterium,0.01704197496573626
OSD-412,swab,Spaceflight,Bacteroidota,Flavobacterium,0.03253475655636708
OSD-412,swab,Spaceflight,Pseudomonadota,Acinetobacter,0.10024880237549749
OSD-412,swab,Spaceflight,Pseudomonadota,Burkholderia,0.01615759030910829
OSD-412,swab,Spaceflight,Pseudomonadota,Enterobacter,0.09408288612293109
OSD-412,swab,Spaceflight,Pseudomonadota,Massilia,0.05372750360052183
OSD-412,swab,Spaceflight,Pseudomonadota,Methylobacterium,0.028630173771534408
OSD-412,swab,Spaceflight,Pseudomonadota,Pantoea,0.06124817401931162
OSD-412,swab,Spaceflight,Pseudomonadota,Pseudomonas,0.06667127311163637
OSD-412,swab,Spaceflight,Pseudomonadota,Ralstonia,0.03277074507171367
OSD-412,swab,Spaceflight,Pseudomonadota,Rhizobium,0.020932626808109596
OSD-412,swab,Spaceflight,Pseudomonadota,Sphingomonas,0.03405632742170247
OSD-412,swab,Spaceflight,Pseudomonadota,Stenotrophomonas,0.09694028588686385
OSD-412,swab,Spaceflight,Pseudomonadota,Variovorax,0.03144429555921897
OSD-412,wick,Ground,Actinomycetota,Curtobacterium,0.04284226329895191
OSD-412,wick,Ground,Actinomycetota,Cutibacterium,0.02639961553326614
OSD-412,wick,Ground,Actinomycetota,Streptomyces,0.05244716179771732
OSD-412,wick,Ground,Bacillota,Bacillus,0.064458508462236
OSD-412,wick,Ground,Bacillota,Paenibacillus,0.07374167657851058
OSD-412,wick,Ground,Bacillota,Staphylococcus,0.05123194937615335
OSD-412,wick,Ground,Bacteroidota,Chryseobacterium,0.05828883699346529
OSD-412,wick,Ground,Bacteroidota,Flavobacterium,0.05425314655984473
OSD-412,wick,Ground,Pseudomonadota,Acinetobacter,0.05294122407652445
OSD-412,wick,Ground,Pseudomonadota,Burkholderia,0.06799068544166847
OSD-412,wick,Ground,Pseudomonadota,Enterobacter,0.0513850091172202
OSD-412,wick,Ground,Pseudomonadota,Massilia,0.044851486592802615
OSD-412,wick,Ground,Pseudomonadota,Methylobacterium,0.04187665722826695
OSD-412,wick,Ground,Pseudomonadota,Pantoea,0.02450503875562926
OSD-412,wick,Ground,Pseudomonadota,Pseudomonas,0.07720274966118305
OSD-412,wick,Ground,Pseudomonadota,Ralstonia,0.02524240014625727
OSD-412,wick,Ground,Pseudomonadota,Rhizobium,0.038285903256995844
OSD-412,wick,Ground,Pseudomonadota,Sphingomonas,0.04745063102054308
OSD-412,wick,Ground,Pseudomonadota,Stenotrophomonas,0.05958564570080481
OSD-412,wick,Ground,Pseudomonadota,Variovorax,0.045019410401958684
OSD-412,wick,Spaceflight,Actinomycetota,Curtobacterium,0.014977091344639301
OSD-412,wick,Spaceflight,Actinomycetota,Cutibacterium,0.012736531794156842
OSD-412,wick,Spaceflight,Actinomycetota,Streptomyces,0.05995513409065913
OSD-412,wick,Spaceflight,Bacillota,Bacillus,0.0670256428689315
OSD-412,wick,Spaceflight,Bacillota,Paenibacillus,0.056082083350746756
OSD-412,wick,Spaceflight,Bacillota,Staphylococcus,0.04085781189931228
OSD-412,wick,Spaceflight,Bacteroidota,Chryseobacterium,0.036428624316480765
OSD-412,wick,Spaceflight,Bacteroidota,Flavobacterium,0.04482369691819194
OSD-412,wick,Spaceflight,Pseudomonadota,Acinetobacter,0.10351723790282634
OSD-412,wick,Spaceflight,Pseudomonadota,Burkholderia,0.044358582279778055
OSD-412,wick,Spaceflight,Pseudomonadota,Enterobacter,0.03847325458651105
OSD-412,wick,Spaceflight,Pseudomonadota,Massilia,0.031146748875390956
OSD-412,wick,Spaceflight,Pseudomonadota,Methylobacterium,0.02863508397228442
OSD-412,wick,Spaceflight,Pseudomonadota,Pantoea,0.05797890210029586
OSD-412,wick,Spaceflight,Pseudomonadota,Pseudomonas,0.08641108157564793
OSD-412,wick,Spaceflight,Pseudomonadota,Ralstonia,0.08862852393790244
OSD-412,wick,Spaceflight,Pseudomonadota,Rhizobium,0.03685403363885584
OSD-412,wick,Spaceflight,Pseudomonadota,Sphingomonas,0.029478066069146075
OSD-412,wick,Spaceflight,Pseudomonadota,Stenotrophomonas,0.09620036484265734
OSD-412,wick,Spaceflight,Pseudomonadota,Variovorax,0.025431503635585127
OSD-413,leaf,Ground,Actinomycetota,Curtobacterium,0.05716866878219886
OSD-413,leaf,Ground,Actinomycetota,Cutibacterium,0.05786384423613803
OSD-413,leaf,Ground,Actinomycetota,Streptomyces,0.031005019617586206
OSD-413,leaf,Ground,Bacillota,Bacillus,0.06047548464427803
OSD-413,leaf,Ground,Bacillota,Paenibacillus,0.031424736639478465
OSD-413,leaf,Ground,Bacillota,Staphylococcus,0.020800019268112875
OSD-413,leaf,Ground,Bacteroidota,Chryseobacterium,0.049144864685486636
OSD-413,leaf,Ground,Bacteroidota,Flavobacterium,0.0666452526252284
OSD-413,leaf,Ground,Pseudomonadota,Acinetobacter,0.05545439960289837
OSD-413,leaf,Ground,Pseudomonadota,Burkholderia,0.03838504431604618
OSD-413,leaf,Ground,Pseudomonadota,Enterobacter,0.03102795233063594
OSD-413,leaf,Ground,Pseudomonadota,Massilia,0.05766961814004238
OSD-413,leaf,Ground,Pseudomonadota,Methylobacterium,0.08420159228880568
OSD-413,leaf,Ground,Pseudomonadota,Pantoea,0.0847788732409074
OSD-413,leaf,Ground,Pseudomonadota,Pseudomonas,0.04425981604179388
OSD-413,leaf,Ground,Pseudomonadota,Ralstonia,0.03518426154434958
OSD-413,leaf,Ground,Pseudomonadota,Rhizobium,0.045939434660659084
OSD-413,leaf,Ground,Pseudomonadota,Sphingomonas,0.07729286264036947
OSD-413,leaf,Ground,Pseudomonadota,Stenotrophomonas,0.034964210215229344
OSD-413,leaf,Ground,Pseudomonadota,Variovorax,0.03631404447975521
OSD-413,leaf,Spaceflight,Actinomycetota,Curtobacterium,0.04259927238418347
OSD-413,leaf,Spaceflight,Actinomycetota,Cutibacterium,0.028257474757625772
OSD-413,leaf,Spaceflight,Actinomycetota,Streptomyces,0.03322904086826566
OSD-413,leaf,Spaceflight,Bacillota,Bacillus,0.03893645011266769
OSD-413,leaf,Spaceflight,Bacillota,Paenibacillus,0.020466228673982515
OSD-413,leaf,Spaceflight,Bacillota,Staphylococcus,0.03656313439291147
OSD-413,leaf,Spaceflight,Bacteroidota,Chryseobacterium,0.032487354974796157
OSD-413,leaf,Spaceflight,Bacteroidota,Flavobacterium,0.042665523768558575
OSD-413,leaf,Spaceflight,Pseudomonadota,Acinetobacter,0.09149081847176087
OSD-413,leaf,Spaceflight,Pseudomonadota,Burkholderia,0.02488318079778672
OSD-413,leaf,Spaceflight,Pseudomonadota,Enterobacter,0.06930388108029814
OSD-413,leaf,Spaceflight,Pseudomonadota,Massilia,0.04577793293212244
OSD-413,leaf,Spaceflight,Pseudomonadota,Methylobacterium,0.04123930222638504
OSD-413,leaf,Spaceflight,Pseudomonadota,Pantoea,0.10704252649291013
OSD-413,leaf,Spaceflight,Pseudomonadota,Pseudomonas,0.10374101564932618
OSD-413,leaf,Spaceflight,Pseudomonadota,Ralstonia,0.0602884527315765
OSD-413,leaf,Spaceflight,Pseudomonadota,Rhizobium,0.026780642486759893
OSD-413,leaf,Spaceflight,Pseudomonadota,Sphingomonas,0.060524123382043805
OSD-413,leaf,Spaceflight,Pseudomonadota,Stenotrophomonas,0.057581299351954864
OSD-413,leaf,Spaceflight,Pseudomonadota,Variovorax,0.036142344464084084
OSD-413,root,Ground,Actinomycetota,Curtobacterium,0.04294367618547928
OSD-413,root,Ground,Actinomycetota,Cutibacterium,0.009564067534518859
OSD-413,root,Ground,Actinomycetota,Streptomyces,0.04995899613471973
OSD-413,root,Ground,Bacillota,Bacillus,0.05994243152589941
OSD-413,root,Ground,Bacillota,Paenibacillus,0.06035687793900998
OSD-413,root,Ground,Bacillota,Staphylococcus,0.008425332842953936
OSD-413,root,Ground,Bacteroidota,Chryseobacterium,0.04593206752890988
OSD-413,root,Ground,Bacteroidota,Flavobacterium,0.07330858534621171
OSD-413,root,Ground,Pseudomonadota,Acinetobacter,0.03087899006741242
OSD-413,root,Ground,Pseudomonadota,Burkholderia,0.07636026354523387
OSD-413,root,Ground,Pseudomonadota,Enterobacter,0.04229750200758765
OSD-413,root,Ground,Pseudomonadota,Massilia,0.05740731475052764
OSD-413,root,Ground,Pseudomonadota,Methylobacterium,0.021427411977337513
OSD-413,root,Ground,Pseudomonadota,Pantoea,0.04243027961824891
OSD-413,root,Ground,Pseudomonadota,Pseudomonas,0.06347189305866856
OSD-413,root,Ground,Pseudomonadota,Ralstonia,0.07830262025344423
OSD-413,root,Ground,Pseudomonadota,Rhizobium,0.07772669371138959
OSD-413,root,Ground,Pseudomonadota,Sphingomonas,0.05054725498017
OSD-413,root,Ground,Pseudomonadota,Stenotrophomonas,0.05123016885458265
OSD-413,root,Ground,Pseudomonadota,Variovorax,0.0574875721376942
OSD-413,root,Spaceflight,Actinomycetota,Curtobacterium,0.04221931639626101
OSD-413,root,Spaceflight,Actinomycetota,Cutibacterium,0.00794497624426885
OSD-413,root,Spaceflight,Actinomycetota,Streptomyces,0.04349307838810555
OSD-413,root,Spaceflight,Bacillota,Bacillus,0.03252996808116645
OSD-413,root,Spaceflight,Bacillota,Paenibacillus,0.05639901467309265
OSD-413,root,Spaceflight,Bacillota,Staphylococcus,0.02103049556784365
OSD-413,root,Spaceflight,Bacteroidota,Chryseobacterium,0.04872180612265039
OSD-413,root,Spaceflight,Bacteroidota,Flavobacterium,0.054287029451744184
OSD-413,root,Spaceflight,Pseudomonadota,Acinetobacter,0.041567197404803066
OSD-413,root,Spaceflight,Pseudomonadota,Burkholderia,0.056625863047307864
OSD-413,root,Spaceflight,Pseudomonadota,Enterobacter,0.06968538422174089
OSD-413,root,Spaceflight,Pseudomonadota,Massilia,0.028804290529581677
OSD-413,root,Spaceflight,Pseudomonadota,Methylobacterium,0.015337013133077814
OSD-413,root,Spaceflight,Pseudomonadota,Pantoea,0.05190026765689802
OSD-413,root,Spaceflight,Pseudomonadota,Pseudomonas,0.10114682121972814
OSD-413,root,Spaceflight,Pseudomonadota,Ralstonia,0.10197087830313875
OSD-413,root,Spaceflight,Pseudomonadota,Rhizobium,0.059793438601476345
OSD-413,root,Spaceflight,Pseudomonadota,Sphingomonas,0.04149329362534161
OSD-413,root,Spaceflight,Pseudomonadota,Stenotrophomonas,0.08069194625368656
OSD-413,root,Spaceflight,Pseudomonadota,Variovorax,0.04435792107808654
OSD-413,substrate,Ground,Actinomycetota,Curtobacterium,0.03235763298450618
OSD-413,substrate,Ground,Actinomycetota,Cutibacterium,0.024326789757731625
OSD-413,substrate,Ground,Actinomycetota,Streptomyces,0.0780147651771114
OSD-413,substrate,Ground,Bacillota,Bacillus,0.031236592213857477
OSD-413,substrate,Ground,Bacillota,Paenibacillus,0.03694902800362785
OSD-413,substrate,Ground,Bacillota,Staphylococcus,0.007534161523880157
OSD-413,substrate,Ground,Bacteroidota,Chryseobacterium,0.0404346223997175
OSD-413,substrate,Ground,Bacteroidota,Flavobacterium,0.07611202110522905
OSD-413,substrate,Ground,Pseudomonadota,Acinetobacter,0.026971784828481254
OSD-413,substrate,Ground,Pseudomonadota,Burkholderia,0.06338024228003068
OSD-413,substrate,Ground,Pseudomonadota,Enterobacter,0.055010757489921826
OSD-413,substrate,Ground,Pseudomonadota,Massilia,0.04659192443028282
OSD-413,substrate,Ground,Pseudomonadota,Methylobacterium,0.04232751480157874
OSD-413,substrate,Ground,Pseudomonadota,Pantoea,0.03271897573998531
OSD-413,substrate,Ground,Pseudomonadota,Pseudomonas,0.09664373713389367
OSD-413,substrate,Ground,Pseudomonadota,Ralstonia,0.08563882386574512
OSD-413,substrate,Ground,Pseudomonadota,Rhizobium,0.037589081926295266
OSD-413,substrate,Ground,Pseudomonadota,Sphingomonas,0.05543609851615612
OSD-413,substrate,Ground,Pseudomonadota,Stenotrophomonas,0.07083982795216806
OSD-413,substrate,Ground,Pseudomonadota,Variovorax,0.05988561786979989
OSD-413,substrate,Spaceflight,Actinomycetota,Curtobacterium,0.030363171172286294
OSD-413,substrate,Spaceflight,Actinomycetota,Cutibacterium,0.005925576384621871
OSD-413,substrate,Spaceflight,Actinomycetota,Streptomyces,0.057333688923200433
OSD-413,substrate,Spaceflight,Bacillota,Bacillus,0.04311432548256272
OSD-413,substrate,Spaceflight,Bacillota,Paenibacillus,0.046226577212405605
OSD-413,substrate,Spaceflight,Bacillota,Staphylococcus,0.015635306200070934
OSD-413,substrate,Spaceflight,Bacteroidota,Chryseobacterium,0.04714310921691203
OSD-413,substrate,Spaceflight,Bacteroidota,Flavobacterium,0.045514073136710805
OSD-413,substrate,Spaceflight,Pseudomonadota,Acinetobacter,0.07086905173728206
OSD-413,substrate,Spaceflight,Pseudomonadota,Burkholderia,0.053946654759551786
OSD-413,substrate,Spaceflight,Pseudomonadota,Enterobacter,0.05145499668165621
OSD-413,substrate,Spaceflight,Pseudomonadota,Massilia,0.03748773659348423
OSD-413,substrate,Spaceflight,Pseudomonadota,Methylobacterium,0.05337083723196122
OSD-413,substrate,Spaceflight,Pseudomonadota,Pantoea,0.034801037620690506
OSD-413,substrate,Spaceflight,Pseudomonadota,Pseudomonas,0.12910220298171815
OSD-413,substrate,Spaceflight,Pseudomonadota,Ralstonia,0.08883897180183499
OSD-413,substrate,Spaceflight,Pseudomonadota,Rhizobium,0.047925406201463655
OSD-413,substrate,Spaceflight,Pseudomonadota,Sphingomonas,0.029748854145849386
OSD-413,substrate,Spaceflight,Pseudomonadota,Stenotrophomonas,0.08595170467423967
OSD-413,substrate,Spaceflight,Pseudomonadota,Variovorax,0.025246717841497443
OSD-413,swab,Ground,Actinomycetota,Curtobacterium,0.061622482499430746
OSD-413,swab,Ground,Actinomycetota,Cutibacterium,0.12244303675135804
OSD-413,swab,Ground,Actinomycetota,Streptomyces,0.03364805384389055
OSD-413,swab,Ground,Bacillota,Bacillus,0.05988289717539349
OSD-413,swab,Ground,Bacillota,Paenibacillus,0.04950687036166448
OSD-413,swab,Ground,Bacillota,Staphylococcus,0.10965468496506374
OSD-413,swab,Ground,Bacteroidota,Chryseobacterium,0.06057648062596938
OSD-413,swab,Ground,Bacteroidota,Flavobacterium,0.03649274457544324
OSD-413,swab,Ground,Pseudomonadota,Acinetobacter,0.0454616633383365
OSD-413,swab,Ground,Pseudomonadota,Burkholderia,0.017802853807779854
OSD-413,swab,Ground,Pseudomonadota,Enterobacter,0.06485632101703007
OSD-413,swab,Ground,Pseudomonadota,Massilia,0.028259292862892076
OSD-413,swab,Ground,Pseudomonadota,Methylobacterium,0.047749748301866936
OSD-413,swab,Ground,Pseudomonadota,Pantoea,0.04266878390669322
OSD-413,swab,Ground,Pseudomonadota,Pseudomonas,0.05064315033203393
OSD-413,swab,Ground,Pseudomonadota,Ralstonia,0.019964025197099958
OSD-413,swab,Ground,Pseudomonadota,Rhizobium,0.040188906670778235
OSD-413,swab,Ground,Pseudomonadota,Sphingomonas,0.052929875121160326
OSD-413,swab,Ground,Pseudomonadota,Stenotrophomonas,0.03811677766562253
OSD-413,swab,Ground,Pseudomonadota,Variovorax,0.01753135098049268
OSD-413,swab,Spaceflight,Actinomycetota,Curtobacterium,0.03513346659421282
OSD-413,swab,Spaceflight,Actinomycetota,Cutibacterium,0.06426199039396671
OSD-413,swab,Spaceflight,Actinomycetota,Streptomyces,0.03171808520764159
OSD-413,swab,Spaceflight,Bacillota,Bacillus,0.05182463817155394
OSD-413,swab,Spaceflight,Bacillota,Paenibacillus,0.026055706001296263
OSD-413,swab,Spaceflight,Bacillota,Staphylococcus,0.0902159459965306
OSD-413,swab,Spaceflight,Bacteroidota,Chryseobacterium,0.055562159116716615
OSD-413,swab,Spaceflight,Bacteroidota,Flavobacterium,0.03598831989062369
OSD-413,swab,Spaceflight,Pseudomonadota,Acinetobacter,0.13766287132402305
OSD-413,swab,Spaceflight,Pseudomonadota,Burkholderia,0.011090360285464328
OSD-413,swab,Spaceflight,Pseudomonadota,Enterobacter,0.06436070956834011
OSD-413,swab,Spaceflight,Pseudomonadota,Massilia,0.03074472968884482
OSD-413,swab,Spaceflight,Pseudomonadota,Methylobacterium,0.03948690286131743
