osd_accession,tissue_type,environment,phylum,genus,mean_rel
OSD-413,swab,Spaceflight,Pseudomonadota,Pantoea,0.05346258847039583
OSD-413,swab,Spaceflight,Pseudomonadota,Pseudomonas,0.05901497466574701
OSD-413,swab,Spaceflight,Pseudomonadota,Ralstonia,0.04102254970407253
OSD-413,swab,Spaceflight,Pseudomonadota,Rhizobium,0.010567652358912799
OSD-413,swab,Spaceflight,Pseudomonadota,Sphingomonas,0.04566041774369135
OSD-413,swab,Spaceflight,Pseudomonadota,Stenotrophomonas,0.08760963852177217
OSD-413,swab,Spaceflight,Pseudomonadota,Variovorax,0.028556293434876322
OSD-413,wick,Ground,Actinomycetota,Curtobacterium,0.029517697348315986
OSD-413,wick,Ground,Actinomycetota,Cutibacterium,0.020129248276274846
OSD-413,wick,Ground,Actinomycetota,Streptomyces,0.05389615016118464
OSD-413,wick,Ground,Bacillota,Bacillus,0.07958833166931853
OSD-413,wick,Ground,Bacillota,Paenibacillus,0.06202038949928411
OSD-413,wick,Ground,Bacillota,Staphylococcus,0.04270422909481709
OSD-413,wick,Ground,Bacteroidota,Chryseobacterium,0.04332955747931133
OSD-413,wick,Ground,Bacteroidota,Flavobacterium,0.06732006857947397
OSD-413,wick,Ground,Pseudomonadota,Acinetobacter,0.03529569575911566
OSD-413,wick,Ground,Pseudomonadota,Burkholderia,0.057044648200518945
OSD-413,wick,Ground,Pseudomonadota,Enterobacter,0.04790277801160118
OSD-413,wick,Ground,Pseudomonadota,Massilia,0.05590430655969504
OSD-413,wick,Ground,Pseudomonadota,Methylobacterium,0.04352415298379143
OSD-413,wick,Ground,Pseudomonadota,Pantoea,0.05252010009915205
OSD-413,wick,Ground,Pseudomonadota,Pseudomonas,0.08633617546452182
OSD-413,wick,Ground,Pseudomonadota,Ralstonia,0.049537037141040435
OSD-413,wick,Ground,Pseudomonadota,Rhizobium,0.021438500179576343
OSD-413,wick,Ground,Pseudomonadota,Sphingomonas,0.05035985696290959
OSD-413,wick,Ground,Pseudomonadota,Stenotrophomonas,0.053008111117762546
OSD-413,wick,Ground,Pseudomonadota,Variovorax,0.04862296541233446
OSD-413,wick,Spaceflight,Actinomycetota,Curtobacterium,0.021023906272343178
OSD-413,wick,Spaceflight,Actinomycetota,Cutibacterium,0.01692907029701813
OSD-413,wick,Spaceflight,Actinomycetota,Streptomyces,0.0430073905600054
OSD-413,wick,Spaceflight,Bacillota,Bacillus,0.06494979702717182
OSD-413,wick,Spaceflight,Bacillota,Paenibacillus,0.05787394746760015
OSD-413,wick,Spaceflight,Bacillota,Staphylococcus,0.015409359336800743
OSD-413,wick,Spaceflight,Bacteroidota,Chryseobacterium,0.022727655763507236
OSD-413,wick,Spaceflight,Bacteroidota,Flavobacterium,0.039859010557405074
OSD-413,wick,Spaceflight,Pseudomonadota,Acinetobacter,0.06782157383730901
OSD-413,wick,Spaceflight,Pseudomonadota,Burkholderia,0.044061951799815965
OSD-413,wick,Spaceflight,Pseudomonadota,Enterobacter,0.08195624512956293
OSD-413,wick,Spaceflight,Pseudomonadota,Massilia,0.038779957110080386
OSD-413,wick,Spaceflight,Pseudomonadota,Methylobacterium,0.03304377752145203
OSD-413,wick,Spaceflight,Pseudomonadota,Pantoea,0.05055269036345109
OSD-413,wick,Spaceflight,Pseudomonadota,Pseudomonas,0.11673463954965164
OSD-413,wick,Spaceflight,Pseudomonadota,Ralstonia,0.06504433385829797
OSD-413,wick,Spaceflight,Pseudomonadota,Rhizobium,0.02374771296970018
OSD-413,wick,Spaceflight,Pseudomonadota,Sphingomonas,0.03983856902499269
OSD-413,wick,Spaceflight,Pseudomonadota,Stenotrophomonas,0.1160836136655942
OSD-413,wick,Spaceflight,Pseudomonadota,Variovorax,0.04055479788824014
OSD-414,leaf,Ground,Actinomycetota,Curtobacterium,0.07690019024316853
OSD-414,leaf,Ground,Actinomycetota,Cutibacterium,0.04011223141954512
OSD-414,leaf,Ground,Actinomycetota,Streptomyces,0.016612351531420835
OSD-414,leaf,Ground,Bacillota,Bacillus,0.05625841227203541
OSD-414,leaf,Ground,Bacillota,Paenibacillus,0.036567328454402984
OSD-414,leaf,Ground,Bacillota,Staphylococcus,0.03159002924528177
OSD-414,leaf,Ground,Bacteroidota,Chryseobacterium,0.06944507055678492
OSD-414,leaf,Ground,Bacteroidota,Flavobacterium,0.04999511770763966
OSD-414,leaf,Ground,Pseudomonadota,Acinetobacter,0.0464700601311088
OSD-414,leaf,Ground,Pseudomonadota,Burkholderia,0.026150895030916825
OSD-414,leaf,Ground,Pseudomonadota,Enterobacter,0.05052914091695816
OSD-414,leaf,Ground,Pseudomonadota,Massilia,0.0536399279211258
OSD-414,leaf,Ground,Pseudomonadota,Methylobacterium,0.09147727902660817
OSD-414,leaf,Ground,Pseudomonadota,Pantoea,0.060442246172087044
OSD-414,leaf,Ground,Pseudomonadota,Pseudomonas,0.05750411526330619
OSD-414,leaf,Ground,Pseudomonadota,Ralstonia,0.03670601875956734
OSD-414,leaf,Ground,Pseudomonadota,Rhizobium,0.044367018712776166
OSD-414,leaf,Ground,Pseudomonadota,Sphingomonas,0.08146179590275301
OSD-414,leaf,Ground,Pseudomonadota,Stenotrophomonas,0.035945602370727366
OSD-414,leaf,Ground,Pseudomonadota,Variovorax,0.037825168361785885
OSD-414,leaf,Spaceflight,Actinomycetota,Curtobacterium,0.05102291226213538
OSD-414,leaf,Spaceflight,Actinomycetota,Cutibacterium,0.03380052443473554
OSD-414,leaf,Spaceflight,Actinomycetota,Streptomyces,0.02263798100782083
OSD-414,leaf,Spaceflight,Bacillota,Bacillus,0.04056126644956663
OSD-414,leaf,Spaceflight,Bacillota,Paenibacillus,0.02688613626633409
OSD-414,leaf,Spaceflight,Bacillota,Staphylococcus,0.026875300284326754
OSD-414,leaf,Spaceflight,Bacteroidota,Chryseobacterium,0.040221937526722415
OSD-414,leaf,Spaceflight,Bacteroidota,Flavobacterium,0.02673669530793412
OSD-414,leaf,Spaceflight,Pseudomonadota,Acinetobacter,0.07493604685148784
OSD-414,leaf,Spaceflight,Pseudomonadota,Burkholderia,0.038760876971537336
OSD-414,leaf,Spaceflight,Pseudomonadota,Enterobacter,0.06733653725455202
OSD-414,leaf,Spaceflight,Pseudomonadota,Massilia,0.03388175739458953
OSD-414,leaf,Spaceflight,Pseudomonadota,Methylobacterium,0.06828803176116024
OSD-414,leaf,Spaceflight,Pseudomonadota,Pantoea,0.1029052181725276
OSD-414,leaf,Spaceflight,Pseudomonadota,Pseudomonas,0.08463966642630702
OSD-414,leaf,Spaceflight,Pseudomonadota,Ralstonia,0.04102864216201833
OSD-414,leaf,Spaceflight,Pseudomonadota,Rhizobium,0.038249903068015935
OSD-414,leaf,Spaceflight,Pseudomonadota,Sphingomonas,0.06180645366134605
OSD-414,leaf,Spaceflight,Pseudomonadota,Stenotrophomonas,0.09052028222168428
OSD-414,leaf,Spaceflight,Pseudomonadota,Variovorax,0.028903830515198035
OSD-414,root,Ground,Actinomycetota,Curtobacterium,0.04789423872250606
OSD-414,root,Ground,Actinomycetota,Cutibacterium,0.011562026139883733
OSD-414,root,Ground,Actinomycetota,Streptomyces,0.056512357162255465
OSD-414,root,Ground,Bacillota,Bacillus,0.0596841356885799
OSD-414,root,Ground,Bacillota,Paenibacillus,0.06071263580863008
OSD-414,root,Ground,Bacillota,Staphylococcus,0.014379752563811113
OSD-414,root,Ground,Bacteroidota,Chryseobacterium,0.03696588970416888
OSD-414,root,Ground,Bacteroidota,Flavobacterium,0.05698370660231704
OSD-414,root,Ground,Pseudomonadota,Acinetobacter,0.033948999904232086
OSD-414,root,Ground,Pseudomonadota,Burkholderia,0.049912676405383764
OSD-414,root,Ground,Pseudomonadota,Enterobacter,0.057367276275585875
OSD-414,root,Ground,Pseudomonadota,Massilia,0.043366395746372785
OSD-414,root,Ground,Pseudomonadota,Methylobacterium,0.041119827969828944
OSD-414,root,Ground,Pseudomonadota,Pantoea,0.02897158638382265
OSD-414,root,Ground,Pseudomonadota,Pseudomonas,0.07545931068881812
OSD-414,root,Ground,Pseudomonadota,Ralstonia,0.07456478808836906
OSD-414,root,Ground,Pseudomonadota,Rhizobium,0.07340404789759089
OSD-414,root,Ground,Pseudomonadota,Sphingomonas,0.047709077263757935
OSD-414,root,Ground,Pseudomonadota,Stenotrophomonas,0.058264821289675674
OSD-414,root,Ground,Pseudomonadota,Variovorax,0.07121644969440995
OSD-414,root,Spaceflight,Actinomycetota,Curtobacterium,0.028876610089080122
OSD-414,root,Spaceflight,Actinomycetota,Cutibacterium,0.008430451291769848
OSD-414,root,Spaceflight,Actinomycetota,Streptomyces,0.04615044650441348
OSD-414,root,Spaceflight,Bacillota,Bacillus,0.039360520996382084
OSD-414,root,Spaceflight,Bacillota,Paenibacillus,0.041655918911528936
OSD-414,root,Spaceflight,Bacillota,Staphylococcus,0.011382301805065085
OSD-414,root,Spaceflight,Bacteroidota,Chryseobacterium,0.03490095982259871
OSD-414,root,Spaceflight,Bacteroidota,Flavobacterium,0.05215447322198907
OSD-414,root,Spaceflight,Pseudomonadota,Acinetobacter,0.060654226034262335
OSD-414,root,Spaceflight,Pseudomonadota,Burkholderia,0.04414238174817708
OSD-414,root,Spaceflight,Pseudomonadota,Enterobacter,0.06880487780258684
OSD-414,root,Spaceflight,Pseudomonadota,Massilia,0.05041488003689618
OSD-414,root,Spaceflight,Pseudomonadota,Methylobacterium,0.014151739713399548
OSD-414,root,Spaceflight,Pseudomonadota,Pantoea,0.07097539030406136
OSD-414,root,Spaceflight,Pseudomonadota,Pseudomonas,0.12469341038590442
OSD-414,root,Spaceflight,Pseudomonadota,Ralstonia,0.10209948869991148
OSD-414,root,Spaceflight,Pseudomonadota,Rhizobium,0.054204726330676856
OSD-414,root,Spaceflight,Pseudomonadota,Sphingomonas,0.027493942612559052
OSD-414,root,Spaceflight,Pseudomonadota,Stenotrophomonas,0.0764733507579985
OSD-414,root,Spaceflight,Pseudomonadota,Variovorax,0.042979902930739
OSD-414,substrate,Ground,Actinomycetota,Curtobacterium,0.013476527003441685
OSD-414,substrate,Ground,Actinomycetota,Cutibacterium,0.011487940835378374
OSD-414,substrate,Ground,Actinomycetota,Streptomyces,0.08411440195278233
OSD-414,substrate,Ground,Bacillota,Bacillus,0.03310967832565989
OSD-414,substrate,Ground,Bacillota,Paenibacillus,0.04313135784861315
OSD-414,substrate,Ground,Bacillota,Staphylococcus,0.018755638185100662
OSD-414,substrate,Ground,Bacteroidota,Chryseobacterium,0.05403726376418276
OSD-414,substrate,Ground,Bacteroidota,Flavobacterium,0.06362770704511804
OSD-414,substrate,Ground,Pseudomonadota,Acinetobacter,0.027357308695369426
OSD-414,substrate,Ground,Pseudomonadota,Burkholderia,0.05868520798207173
OSD-414,substrate,Ground,Pseudomonadota,Enterobacter,0.028773835952316924
OSD-414,substrate,Ground,Pseudomonadota,Massilia,0.0885235379043621
OSD-414,substrate,Ground,Pseudomonadota,Methylobacterium,0.04724654889345124
OSD-414,substrate,Ground,Pseudomonadota,Pantoea,0.02436781247549844
OSD-414,substrate,Ground,Pseudomonadota,Pseudomonas,0.08118037523583987
OSD-414,substrate,Ground,Pseudomonadota,Ralstonia,0.08481131409493833
OSD-414,substrate,Ground,Pseudomonadota,Rhizobium,0.05699443541913185
OSD-414,substrate,Ground,Pseudomonadota,Sphingomonas,0.02144486286484615
OSD-414,substrate,Ground,Pseudomonadota,Stenotrophomonas,0.09627455207883105
OSD-414,substrate,Ground,Pseudomonadota,Variovorax,0.062599693443066
OSD-414,substrate,Spaceflight,Actinomycetota,Curtobacterium,0.020374856558094883
OSD-414,substrate,Spaceflight,Actinomycetota,Cutibacterium,0.014741708155708858
OSD-414,substrate,Spaceflight,Actinomycetota,Streptomyces,0.037630240775624685
OSD-414,substrate,Spaceflight,Bacillota,Bacillus,0.053269758133572355
OSD-414,substrate,Spaceflight,Bacillota,Paenibacillus,0.043993268340833856
OSD-414,substrate,Spaceflight,Bacillota,Staphylococcus,0.012620478527522775
OSD-414,substrate,Spaceflight,Bacteroidota,Chryseobacterium,0.02374903668611937
OSD-414,substrate,Spaceflight,Bacteroidota,Flavobacterium,0.06345362719741632
OSD-414,substrate,Spaceflight,Pseudomonadota,Acinetobacter,0.08975277971978152
OSD-414,substrate,Spaceflight,Pseudomonadota,Burkholderia,0.04250067883523801
OSD-414,substrate,Spaceflight,Pseudomonadota,Enterobacter,0.06711301831885119
OSD-414,substrate,Spaceflight,Pseudomonadota,Massilia,0.03964292732502446
OSD-414,substrate,Spaceflight,Pseudomonadota,Methylobacterium,0.025911038190295953
OSD-414,substrate,Spaceflight,Pseudomonadota,Pantoea,0.04075974896519206
OSD-414,substrate,Spaceflight,Pseudomonadota,Pseudomonas,0.05561795576365533
OSD-414,substrate,Spaceflight,Pseudomonadota,Ralstonia,0.1076196157861376
OSD-414,substrate,Spaceflight,Pseudomonadota,Rhizobium,0.0577933208120498
OSD-414,substrate,Spaceflight,Pseudomonadota,Sphingomonas,0.020435666173155877
OSD-414,substrate,Spaceflight,Pseudomonadota,Stenotrophomonas,0.10786626561564114
OSD-414,substrate,Spaceflight,Pseudomonadota,Variovorax,0.07515401012008395
OSD-414,swab,Ground,Actinomycetota,Curtobacterium,0.03456992021392112
OSD-414,swab,Ground,Actinomycetota,Cutibacterium,0.14253750824870645
OSD-414,swab,Ground,Actinomycetota,Streptomyces,0.04590424248225321
OSD-414,swab,Ground,Bacillota,Bacillus,0.08840870682053129
OSD-414,swab,Ground,Bacillota,Paenibacillus,0.029907219026088058
OSD-414,swab,Ground,Bacillota,Staphylococcus,0.08428842374210545
OSD-414,swab,Ground,Bacteroidota,Chryseobacterium,0.04690307499234077
OSD-414,swab,Ground,Bacteroidota,Flavobacterium,0.03334544204714533
OSD-414,swab,Ground,Pseudomonadota,Acinetobacter,0.07164159826082434
OSD-414,swab,Ground,Pseudomonadota,Burkholderia,0.011459950018999463
OSD-414,swab,Ground,Pseudomonadota,Enterobacter,0.08674704677505618
OSD-414,swab,Ground,Pseudomonadota,Massilia,0.040578931233404024
OSD-414,swab,Ground,Pseudomonadota,Methylobacterium,0.06721133665642443
OSD-414,swab,Ground,Pseudomonadota,Pantoea,0.02549501589685952
OSD-414,swab,Ground,Pseudomonadota,Pseudomonas,0.01891479288560488
OSD-414,swab,Ground,Pseudomonadota,Ralstonia,0.012556910790556161
OSD-414,swab,Ground,Pseudomonadota,Rhizobium,0.013468900975481691
OSD-414,swab,Ground,Pseudomonadota,Sphingomonas,0.05132480761508964
OSD-414,swab,Ground,Pseudomonadota,Stenotrophomonas,0.07200931015845007
OSD-414,swab,Ground,Pseudomonadota,Variovorax,0.022726861160157926
OSD-414,swab,Spaceflight,Actinomycetota,Curtobacterium,0.042354857283026355
OSD-414,swab,Spaceflight,Actinomycetota,Cutibacterium,0.09366790762934742
OSD-414,swab,Spaceflight,Actinomycetota,Streptomyces,0.022271453357570983
OSD-414,swab,Spaceflight,Bacillota,Bacillus,0.06812889959434051
OSD-414,swab,Spaceflight,Bacillota,Paenibacillus,0.031214212591198148
OSD-414,swab,Spaceflight,Bacillota,Staphylococcus,0.09590223596600324
OSD-414,swab,Spaceflight,Bacteroidota,Chryseobacterium,0.0432699826891352
OSD-414,swab,Spaceflight,Bacteroidota,Flavobacterium,0.03625472469064091
OSD-414,swab,Spaceflight,Pseudomonadota,Acinetobacter,0.09872960555956137
OSD-414,swab,Spaceflight,Pseudomonadota,Burkholderia,0.02001556906841721
OSD-414,swab,Spaceflight,Pseudomonadota,Enterobacter,0.05391404108468263
OSD-414,swab,Spaceflight,Pseudomonadota,Massilia,0.03571793759660399
OSD-414,swab,Spaceflight,Pseudomonadota,Methylobacterium,0.03355652783109626
OSD-414,swab,Spaceflight,Pseudomonadota,Pantoea,0.04608150319889777
OSD-414,swab,Spaceflight,Pseudomonadota,Pseudomonas,0.0553667152021209
OSD-414,swab,Spaceflight,Pseudomonadota,Ralstonia,0.022441935281790698
OSD-414,swab,Spaceflight,Pseudomonadota,Rhizobium,0.0184249283563755
OSD-414,swab,Spaceflight,Pseudomonadota,Sphingomonas,0.06363368660781998
OSD-414,swab,Spaceflight,Pseudomonadota,Stenotrophomonas,0.10470809223919424
OSD-414,swab,Spaceflight,Pseudomonadota,Variovorax,0.01434518417217671
OSD-414,wick,Ground,Actinomycetota,Curtobacterium,0.05172163901136122
OSD-414,wick,Ground,Actinomycetota,Cutibacterium,0.013064761152495673
OSD-414,wick,Ground,Actinomycetota,Streptomyces,0.059460716859652554
OSD-414,wick,Ground,Bacillota,Bacillus,0.030299396684355252
OSD-414,wick,Ground,Bacillota,Paenibacillus,0.04899160113557311
OSD-414,wick,Ground,Bacillota,Staphylococcus,0.027425767734431644
OSD-414,wick,Ground,Bacteroidota,Chryseobacterium,0.07250620328522875
OSD-414,wick,Ground,Bacteroidota,Flavobacterium,0.02754420477273195
OSD-414,wick,Ground,Pseudomonadota,Acinetobacter,0.047228561143687994
OSD-414,wick,Ground,Pseudomonadota,Burkholderia,0.06394838903807808
OSD-414,wick,Ground,Pseudomonadota,Enterobacter,0.07209933834703329
OSD-414,wick,Ground,Pseudomonadota,Massilia,0.04920367599204595
OSD-414,wick,Ground,Pseudomonadota,Methylobacterium,0.03891552135638038
OSD-414,wick,Ground,Pseudomonadota,Pantoea,0.022504618465787524
OSD-414,wick,Ground,Pseudomonadota,Pseudomonas,0.05153259392461729
OSD-414,wick,Ground,Pseudomonadota,Ralstonia,0.09811854296240934
OSD-414,wick,Ground,Pseudomonadota,Rhizobium,0.03764511980386964
OSD-414,wick,Ground,Pseudomonadota,Sphingomonas,0.06562387452635352
OSD-414,wick,Ground,Pseudomonadota,Stenotrophomonas,0.06197961102628756
OSD-414,wick,Ground,Pseudomonadota,Variovorax,0.06018586277761928
OSD-414,wick,Spaceflight,Actinomycetota,Curtobacterium,0.02214875593478521
OSD-414,wick,Spaceflight,Actinomycetota,Cutibacterium,0.0038837263805749666
OSD-414,wick,Spaceflight,Actinomycetota,Streptomyces,0.047241366189191655
OSD-414,wick,Spaceflight,Bacillota,Bacillus,0.03394935683829013
OSD-414,wick,Spaceflight,Bacillota,Paenibacillus,0.030475897706181854
OSD-414,wick,Spaceflight,Bacillota,Staphylococcus,0.029446956744526697
OSD-414,wick,Spaceflight,Bacteroidota,Chryseobacterium,0.04797164417899445
OSD-414,wick,Spaceflight,Bacteroidota,Flavobacterium,0.03713376971395489
OSD-414,wick,Spaceflight,Pseudomonadota,Acinetobacter,0.07663918976393239
OSD-414,wick,Spaceflight,Pseudomonadota,Burkholderia,0.038053359790453586
OSD-414,wick,Spaceflight,Pseudomonadota,Enterobacter,0.10005881701475508
OSD-414,wick,Spaceflight,Pseudomonadota,Massilia,0.057349455785243655
OSD-414,wick,Spaceflight,Pseudomonadota,Methylobacterium,0.03199715300780204
OSD-414,wick,Spaceflight,Pseudomonadota,Pantoea,0.06681885365347158
OSD-414,wick,Spaceflight,Pseudomonadota,Pseudomonas,0.0874037424351701
OSD-414,wick,Spaceflight,Pseudomonadota,Ralstonia,0.07222739322521217
OSD-414,wick,Spaceflight,Pseudomonadota,Rhizobium,0.040962421850945875
OSD-414,wick,Spaceflight,Pseudomonadota,Sphingomonas,0.029483915107854065
OSD-414,wick,Spaceflight,Pseudomonadota,Stenotrophomonas,0.10188971433029452
OSD-414,wick,Spaceflight,Pseudomonadota,Variovorax,0.0448645103483651
OSD-766,fruit,Ground,Actinomycetota,Curtobacterium,0.09672717336892328
OSD-766,fruit,Ground,Actinomycetota,Cutibacterium,0.042606853805372984
OSD-766,fruit,Ground,Actinomycetota,Streptomyces,0.03512298038954413
OSD-766,fruit,Ground,Bacillota,Bacillus,0.07140939463877458
OSD-766,fruit,Ground,Bacillota,Paenibacillus,0.029439447517539873
OSD-766,fruit,Ground,Bacillota,Staphylococcus,0.04554919689117108
OSD-766,fruit,Ground,Bacteroidota,Chryseobacterium,0.0511694720418122
OSD-766,fruit,Ground,Bacteroidota,Flavobacterium,0.032299746693777595
OSD-766,fruit,Ground,Pseudomonadota,Acinetobacter,0.04863752808239114
OSD-766,fruit,Ground,Pseudomonadota,Burkholderia,0.03695165881519187
OSD-766,fruit,Ground,Pseudomonadota,Enterobacter,0.07417420716076165
OSD-766,fruit,Ground,Pseudomonadota,Massilia,0.03240573121130429
OSD-766,fruit,Ground,Pseudomonadota,Methylobacterium,0.05552545126488263
OSD-766,fruit,Ground,Pseudomonadota,Pantoea,0.09000093202067103
OSD-766,fruit,Ground,Pseudomonadota,Pseudomonas,0.036174277568719236
OSD-766,fruit,Ground,Pseudomonadota,Ralstonia,0.02992205041558148
OSD-766,fruit,Ground,Pseudomonadota,Rhizobium,0.04338044973141598
OSD-766,fruit,Ground,Pseudomonadota,Sphingomonas,0.04635933418954827
OSD-766,fruit,Ground,Pseudomonadota,Stenotrophomonas,0.0534463150031554
OSD-766,fruit,Ground,Pseudomonadota,Variovorax,0.04869779918946131
OSD-766,fruit,Spaceflight,Actinomycetota,Curtobacterium,0.06065528435359279
OSD-766,fruit,Spaceflight,Actinomycetota,Cutibacterium,0.02874407824324324
OSD-766,fruit,Spaceflight,Actinomycetota,Streptomyces,0.023995479424586828
OSD-766,fruit,Spaceflight,Bacillota,Bacillus,0.05065036832641301
OSD-766,fruit,Spaceflight,Bacillota,Paenibacillus,0.023407068886005453
OSD-766,fruit,Spaceflight,Bacillota,Staphylococcus,0.02191238325274936
OSD-766,fruit,Spaceflight,Bacteroidota,Chryseobacterium,0.0403300294982655
OSD-766,fruit,Spaceflight,Bacteroidota,Flavobacterium,0.031075341273763216
OSD-766,fruit,Spaceflight,Pseudomonadota,Acinetobacter,0.07276296567404844
OSD-766,fruit,Spaceflight,Pseudomonadota,Burkholderia,0.021088571143429866
OSD-766,fruit,Spaceflight,Pseudomonadota,Enterobacter,0.11208726853836491
OSD-766,fruit,Spaceflight,Pseudomonadota,Massilia,0.03810139208534873
OSD-766,fruit,Spaceflight,Pseudomonadota,Methylobacterium,0.0410846784918393
OSD-766,fruit,Spaceflight,Pseudomonadota,Pantoea,0.12595914682755316
OSD-766,fruit,Spaceflight,Pseudomonadota,Pseudomonas,0.057008043173533675
OSD-766,fruit,Spaceflight,Pseudomonadota,Ralstonia,0.05054008822157809
OSD-766,fruit,Spaceflight,Pseudomonadota,Rhizobium,0.027952330123822613
OSD-766,fruit,Spaceflight,Pseudomonadota,Sphingomonas,0.06304536005025717
OSD-766,fruit,Spaceflight,Pseudomonadota,Stenotrophomonas,0.06534270863507331
OSD-766,fruit,Spaceflight,Pseudomonadota,Variovorax,0.04425741377653135
OSD-766,leaf,Ground,Actinomycetota,Curtobacterium,0.04974064091772248
OSD-766,leaf,Ground,Actinomycetota,Cutibacterium,0.044954988805677526
OSD-766,leaf,Ground,Actinomycetota,Streptomyces,0.04121018194738053
OSD-766,leaf,Ground,Bacillota,Bacillus,0.04931445976691903
OSD-766,leaf,Ground,Bacillota,Paenibacillus,0.03385103659007581
OSD-766,leaf,Ground,Bacillota,Staphylococcus,0.025941035112720074
OSD-766,leaf,Ground,Bacteroidota,Chryseobacterium,0.04996585571821369
OSD-766,leaf,Ground,Bacteroidota,Flavobacterium,0.046754263639453404
OSD-766,leaf,Ground,Pseudomonadota,Acinetobacter,0.06502256457522865
OSD-766,leaf,Ground,Pseudomonadota,Burkholderia,0.03528151253921248
OSD-766,leaf,Ground,Pseudomonadota,Enterobacter,0.05519829997831403
OSD-766,leaf,Ground,Pseudomonadota,Massilia,0.043365627671683955
OSD-766,leaf,Ground,Pseudomonadota,Methylobacterium,0.08952444648763411
OSD-766,leaf,Ground,Pseudomonadota,Pantoea,0.06659246773248766
OSD-766,leaf,Ground,Pseudomonadota,Pseudomonas,0.05190489718728732
OSD-766,leaf,Ground,Pseudomonadota,Ralstonia,0.048656354525713263
OSD-766,leaf,Ground,Pseudomonadota,Rhizobium,0.04280678893729432
OSD-766,leaf,Ground,Pseudomonadota,Sphingomonas,0.08442917770664925
OSD-766,leaf,Ground,Pseudomonadota,Stenotrophomonas,0.034663354541863506
OSD-766,leaf,Ground,Pseudomonadota,Variovorax,0.0408220456184689
OSD-766,leaf,Spaceflight,Actinomycetota,Curtobacterium,0.0486332062308358
OSD-766,leaf,Spaceflight,Actinomycetota,Cutibacterium,0.030735789119688165
OSD-766,leaf,Spaceflight,Actinomycetota,Streptomyces,0.026598526539906985
OSD-766,leaf,Spaceflight,Bacillota,Bacillus,0.050199662677570804
OSD-766,leaf,Spaceflight,Bacillota,Paenibacillus,0.021690197276347974
OSD-766,leaf,Spaceflight,Bacillota,Staphylococcus,0.029083455505505087
OSD-766,leaf,Spaceflight,Bacteroidota,Chryseobacterium,0.0460432897504977
OSD-766,leaf,Spaceflight,Bacteroidota,Flavobacterium,0.030553359243445464
OSD-766,leaf,Spaceflight,Pseudomonadota,Acinetobacter,0.0812889779564398
OSD-766,leaf,Spaceflight,Pseudomonadota,Burkholderia,0.028613188096809173
OSD-766,leaf,Spaceflight,Pseudomonadota,Enterobacter,0.07129337559629359
OSD-766,leaf,Spaceflight,Pseudomonadota,Massilia,0.04629490958960731
OSD-766,leaf,Spaceflight,Pseudomonadota,Methylobacterium,0.06422813079544805
OSD-766,leaf,Spaceflight,Pseudomonadota,Pantoea,0.10815591621807265
OSD-766,leaf,Spaceflight,Pseudomonadota,Pseudomonas,0.07763786338248746
OSD-766,leaf,Spaceflight,Pseudomonadota,Ralstonia,0.05848583623067607
OSD-766,leaf,Spaceflight,Pseudomonadota,Rhizobium,0.018819605091722806
OSD-766,leaf,Spaceflight,Pseudomonadota,Sphingomonas,0.05444989578812702
OSD-766,leaf,Spaceflight,Pseudomonadota,Stenotrophomonas,0.07253220652803022
OSD-766,leaf,Spaceflight,Pseudomonadota,Variovorax,0.034662608382487865
OSD-766,root,Ground,Actinomycetota,Curtobacterium,0.02921293514107739
OSD-766,root,Ground,Actinomycetota,Cutibacterium,0.01753949850025543
OSD-766,root,Ground,Actinomycetota,Streptomyces,0.03418822855575086
OSD-766,root,Ground,Bacillota,Bacillus,0.04602042407198703
OSD-766,root,Ground,Bacillota,Paenibacillus,0.061347662401156126
OSD-766,root,Ground,Bacillota,Staphylococcus,0.015428656173451176
OSD-766,root,Ground,Bacteroidota,Chryseobacterium,0.059777505320422426
OSD-766,root,Ground,Bacteroidota,Flavobacterium,0.05739769654433722
OSD-766,root,Ground,Pseudomonadota,Acinetobacter,0.03982824818094108
OSD-766,root,Ground,Pseudomonadota,Burkholderia,0.09592707815920613
OSD-766,root,Ground,Pseudomonadota,Enterobacter,0.06252597365982439
OSD-766,root,Ground,Pseudomonadota,Massilia,0.048042540928656556
OSD-766,root,Ground,Pseudomonadota,Methylobacterium,0.025637812875749344
OSD-766,root,Ground,Pseudomonadota,Pantoea,0.040939604166121364
OSD-766,root,Ground,Pseudomonadota,Pseudomonas,0.0635172475417156
OSD-766,root,Ground,Pseudomonadota,Ralstonia,0.0661441190297989
OSD-766,root,Ground,Pseudomonadota,Rhizobium,0.07786104371789669
OSD-766,root,Ground,Pseudomonadota,Sphingomonas,0.04380859477902878
OSD-766,root,Ground,Pseudomonadota,Stenotrophomonas,0.05896493004790186
OSD-766,root,Ground,Pseudomonadota,Variovorax,0.05589020020472162
OSD-766,root,Spaceflight,Actinomycetota,Curtobacterium,0.025121342678220714
OSD-766,root,Spaceflight,Actinomycetota,Cutibacterium,0.010250082984138022
OSD-766,root,Spaceflight,Actinomycetota,Streptomyces,0.0412176268966023
OSD-766,root,Spaceflight,Bacillota,Bacillus,0.044397685952877
OSD-766,root,Spaceflight,Bacillota,Paenibacillus,0.050220444152908814
OSD-766,root,Spaceflight,Bacillota,Staphylococcus,0.010450680386014159
